"","frug_family","frug","body_mass","gape_size","bodylog","passagetime"
"248","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"249","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"250","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"251","Thraupidae","Tangara seledon",18.7,6.1,2.92852352386054,15.6961060343566
"252","Thraupidae","Tangara seledon",18.7,6.1,2.92852352386054,15.6961060343566
"253","Thraupidae","Tangara seledon",18.7,6.1,2.92852352386054,15.6961060343566
"254","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"255","Trogonidae","Trogon surrucura",73.3,17.5,4.29456060889261,30.0598769932605
"256","Cotingidae","Tityra cayana",68.1,16.6,4.22097721315547,29.025945606218
"257","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"258","Ramphastidae","Ramphastos vitellinus",343.5,30.1,5.8391871116624,62.6722647984913
"259","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"260","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"261","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"262","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"263","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"264","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"265","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"266","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"267","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"268","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"269","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"270","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"271","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"272","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"273","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"274","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"275","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"276","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"277","Thraupidae","Tangara seledon",18.7,6.1,2.92852352386054,15.6961060343566
"278","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"279","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"280","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"281","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"282","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"283","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"284","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"285","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"286","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"287","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"288","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"289","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"290","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"291","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"292","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"293","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"294","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"295","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"296","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"297","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"298","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"299","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"300","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"301","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"302","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"303","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"304","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"305","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"306","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"307","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"308","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"309","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"310","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"311","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"312","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"313","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"314","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"315","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"316","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"317","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"318","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"319","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"320","Trogonidae","Trogon viridis",89.7,20.5,4.49647076906475,33.0900711951694
"321","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"322","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"323","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"324","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"325","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"326","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"327","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"328","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"329","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"330","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"331","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"332","Fringillidae","Euphonia chlorotica",11,6.1,2.39789527279837,12.194808882872
"333","Ramphastidae","Ramphastos vitellinus",343.5,30.1,5.8391871116624,62.6722647984913
"334","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"335","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"336","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"337","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"338","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"339","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"340","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"341","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"342","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"343","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"344","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"345","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"346","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"347","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"348","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"349","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"350","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"351","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"352","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"353","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"354","Fringillidae","Euphonia chlorotica",11,6.1,2.39789527279837,12.194808882872
"355","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"356","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"357","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"358","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"359","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"360","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"361","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"362","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"363","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"364","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"365","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"366","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"367","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"368","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"369","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"370","Cotingidae","Tityra cayana",68.1,16.6,4.22097721315547,29.025945606218
"371","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"372","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"373","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"374","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"375","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"376","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"377","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"378","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"379","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"380","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"381","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"382","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"383","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"384","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"385","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"386","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"387","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"388","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"389","Fringillidae","Euphonia chlorotica",11,6.1,2.39789527279837,12.194808882872
"390","Fringillidae","Euphonia chlorotica",11,6.1,2.39789527279837,12.194808882872
"391","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"392","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"393","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"394","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"395","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"396","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"397","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"398","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"399","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"400","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"401","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"402","Ramphastidae","Baillonius bailloni",146,23.6,4.98360662170834,41.7186252351663
"403","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"404","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"405","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"406","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"407","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"408","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"409","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"410","Thraupidae","Tangara seledon",18.7,6.1,2.92852352386054,15.6961060343566
"411","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"412","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"413","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"414","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"415","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"416","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"417","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"418","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"419","Trogonidae","Trogon surrucura",73.3,17.5,4.29456060889261,30.0598769932605
"420","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"421","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"422","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"423","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"424","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"425","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"426","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"427","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"428","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"429","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"430","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"431","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"432","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"433","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"434","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"435","Cracidae","Penelope obscura",1770,22.3,7.47873482556787,136.701209383721
"436","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"437","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"438","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"439","Fringillidae","Euphonia chlorotica",11,6.1,2.39789527279837,12.194808882872
"440","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"441","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"442","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"443","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"444","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"445","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"446","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"447","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"448","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"449","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"450","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"451","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"452","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"453","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"454","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"455","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"456","Cracidae","Penelope obscura",1770,22.3,7.47873482556787,136.701209383721
"457","Cotingidae","Procnias nudicollis",200,23.6,5.29831736654804,48.4554666998556
"458","Ramphastidae","Baillonius bailloni",146,23.6,4.98360662170834,41.7186252351663
"459","Ramphastidae","Baillonius bailloni",146,23.6,4.98360662170834,41.7186252351663
"460","Cracidae","Penelope obscura",1770,22.3,7.47873482556787,136.701209383721
"461","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"462","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"463","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"464","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"465","Cracidae","Penelope obscura",1770,22.3,7.47873482556787,136.701209383721
"466","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"467","Cracidae","Penelope obscura",1770,22.3,7.47873482556787,136.701209383721
"468","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"469","Cracidae","Penelope obscura",1770,22.3,7.47873482556787,136.701209383721
"470","Thraupidae","Tangara seledon",18.7,6.1,2.92852352386054,15.6961060343566
"471","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"472","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"473","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"474","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"475","Cotingidae","Procnias nudicollis",200,23.6,5.29831736654804,48.4554666998556
"476","Fringillidae","Euphonia chlorotica",11,6.1,2.39789527279837,12.194808882872
"477","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"478","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"479","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"480","Cracidae","Penelope obscura",1770,22.3,7.47873482556787,136.701209383721
"481","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"482","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"483","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"484","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"485","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"486","Cotingidae","Procnias nudicollis",200,23.6,5.29831736654804,48.4554666998556
"487","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"488","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"489","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"490","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"491","Cracidae","Penelope obscura",1770,22.3,7.47873482556787,136.701209383721
"492","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"493","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"494","Cotingidae","Procnias nudicollis",200,23.6,5.29831736654804,48.4554666998556
"495","Cotingidae","Tityra cayana",68.1,16.6,4.22097721315547,29.025945606218
"496","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
